<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
DJIA;60;20110303;210000;12248.51000;12253.21000;12241.10000;12248.17000;0
DJIA;60;20110303;220000;12248.33000;12281.97000;12248.14000;12280.87000;0
DJIA;60;20110303;230000;12281.02000;12283.10000;12251.62000;12258.35000;0
DJIA;60;20110304;000000;12259.11000;12259.49000;12258.13000;12258.20000;0
DJIA;60;20110304;170000;12258.88000;12271.37000;12238.75000;12248.21000;0
DJIA;60;20110304;180000;12248.89000;12254.57000;12178.51000;12208.33000;0
DJIA;60;20110304;190000;12208.70000;12214.00000;12159.13000;12162.46000;0
DJIA;60;20110304;200000;12162.61000;12162.92000;12079.51000;12101.01000;0
DJIA;60;20110304;210000;12100.25000;12123.26000;12083.15000;12100.18000;0
DJIA;60;20110304;220000;12099.34000;12118.45000;12083.18000;12118.45000;0
DJIA;60;20110304;230000;12118.60000;12172.76000;12083.07000;12166.85000;0
DJIA;60;20110305;000000;12166.10000;12169.88000;12166.10000;12169.88000;0
DJIA;60;20110307;170000;12172.23000;12242.16000;12170.94000;12236.03000;0
DJIA;60;20110307;180000;12235.57000;12243.44000;12146.42000;12153.99000;0
DJIA;60;20110307;190000;12153.61000;12153.61000;12081.07000;12090.90000;0
DJIA;60;20110307;200000;12090.64000;12112.89000;12058.06000;12059.34000;0
DJIA;60;20110307;210000;12061.54000;12070.05000;12041.60000;12057.15000;0
DJIA;60;20110307;220000;12057.22000;12087.35000;12047.80000;12083.49000;0
DJIA;60;20110307;230000;12080.72000;12129.46000;12066.99000;12092.08000;0
DJIA;60;20110308;000000;12092.61000;12092.68000;12089.43000;12090.03000;0
DJIA;60;20110308;170000;12085.42000;12117.96000;12072.21000;12107.06000;0
DJIA;60;20110308;180000;12107.44000;12176.69000;12107.44000;12170.37000;0
DJIA;60;20110308;190000;12170.07000;12243.90000;12156.75000;12243.67000;0
DJIA;60;20110308;200000;12243.63000;12251.20000;12223.20000;12227.32000;0
DJIA;60;20110308;210000;12227.17000;12238.18000;12225.13000;12233.83000;0
DJIA;60;20110308;220000;12233.98000;12243.75000;12207.27000;12239.43000;0
DJIA;60;20110308;230000;12239.28000;12248.89000;12214.68000;12214.68000;0
DJIA;60;20110309;000000;12214.84000;12215.29000;12214.38000;12214.38000;0
DJIA;60;20110309;170000;12211.16000;12217.41000;12156.60000;12182.71000;0
DJIA;60;20110309;180000;12182.75000;12242.61000;12166.78000;12177.86000;0
DJIA;60;20110309;190000;12178.02000;12231.67000;12161.63000;12224.33000;0
DJIA;60;20110309;200000;12224.71000;12257.82000;12216.88000;12228.50000;0
DJIA;60;20110309;210000;12218.58000;12238.68000;12204.28000;12213.36000;0
DJIA;60;20110309;220000;12213.62000;12235.46000;12195.57000;12223.31000;0
DJIA;60;20110309;230000;12223.24000;12237.12000;12201.59000;12213.32000;0
DJIA;60;20110310;000000;12213.70000;12213.70000;12213.02000;12213.09000;0
DJIA;60;20110310;170000;12208.10000;12208.33000;12012.91000;12029.41000;0
DJIA;60;20110310;180000;12029.18000;12041.60000;11988.58000;12029.07000;0
DJIA;60;20110310;190000;12029.71000;12071.07000;12012.16000;12068.88000;0
DJIA;60;20110310;200000;12068.96000;12073.95000;12032.48000;12064.98000;0
DJIA;60;20110310;210000;12065.29000;12080.46000;11974.39000;12001.03000;0
DJIA;60;20110310;220000;12001.18000;12041.56000;12000.95000;12021.24000;0
DJIA;60;20110310;230000;12021.84000;12025.85000;11976.58000;11985.21000;0
DJIA;60;20110311;000000;11984.99000;11985.14000;11984.61000;11984.61000;0
DJIA;60;20110311;170000;11976.21000;11990.89000;11945.93000;11970.83000;0
DJIA;60;20110311;180000;11968.64000;11984.08000;11936.32000;11967.24000;0
DJIA;60;20110311;190000;11967.46000;12012.57000;11945.86000;12001.82000;0
DJIA;60;20110311;200000;12002.09000;12027.75000;12000.50000;12018.74000;0
DJIA;60;20110311;210000;12018.06000;12018.06000;11991.46000;12003.19000;0
DJIA;60;20110311;220000;12002.88000;12046.89000;11999.29000;12043.15000;0
DJIA;60;20110311;230000;12042.32000;12087.01000;12042.09000;12042.81000;0
DJIA;60;20110312;000000;12042.28000;12044.40000;12041.07000;12044.40000;0
DJIA;60;20110314;160000;12039.17000;12039.55000;11963.79000;11998.57000;0
DJIA;60;20110314;170000;11998.34000;12014.92000;11944.49000;11952.82000;0
DJIA;60;20110314;180000;11953.27000;11966.52000;11906.50000;11924.82000;0
DJIA;60;20110314;190000;11924.97000;11931.17000;11897.31000;11921.68000;0
DJIA;60;20110314;200000;11921.60000;11941.85000;11912.03000;11931.63000;0
DJIA;60;20110314;210000;11931.55000;11971.44000;11931.55000;11939.92000;0
DJIA;60;20110314;220000;11939.65000;12004.59000;11932.95000;11992.17000;0
DJIA;60;20110314;230000;11991.57000;11993.16000;11991.27000;11993.16000;0
DJIA;60;20110315;160000;11983.62000;11983.62000;11696.25000;11724.63000;0
DJIA;60;20110315;170000;11724.79000;11799.18000;11717.97000;11784.84000;0
DJIA;60;20110315;180000;11782.27000;11791.73000;11758.24000;11789.27000;0
DJIA;60;20110315;190000;11789.42000;11841.34000;11775.08000;11802.74000;0
DJIA;60;20110315;200000;11802.97000;11813.68000;11777.39000;11812.58000;0
DJIA;60;20110315;210000;11812.77000;11874.87000;11789.65000;11845.27000;0
DJIA;60;20110315;220000;11844.37000;11914.98000;11841.64000;11854.02000;0
DJIA;60;20110315;230000;11853.94000;11855.64000;11852.54000;11855.42000;0
DJIA;60;20110316;160000;11824.76000;11827.03000;11759.07000;11789.84000;0
DJIA;60;20110316;170000;11789.61000;11822.30000;11762.63000;11762.63000;0
DJIA;60;20110316;180000;11760.96000;11762.17000;11660.83000;11712.41000;0
DJIA;60;20110316;190000;11712.11000;11714.87000;11665.45000;11698.45000;0
DJIA;60;20110316;200000;11700.87000;11714.11000;11647.51000;11655.35000;0
DJIA;60;20110316;210000;11655.42000;11705.41000;11555.48000;11681.61000;0
DJIA;60;20110316;220000;11681.23000;11699.85000;11609.60000;11614.59000;0
DJIA;60;20110316;230000;11615.20000;11615.20000;11613.23000;11613.30000;0
DJIA;60;20110317;160000;11617.66000;11761.87000;11617.16000;11725.88000;0
DJIA;60;20110317;170000;11727.93000;11778.90000;11721.23000;11769.10000;0
DJIA;60;20110317;180000;11768.87000;11784.61000;11732.05000;11739.96000;0
DJIA;60;20110317;190000;11740.19000;11778.82000;11736.25000;11753.43000;0
DJIA;60;20110317;200000;11752.33000;11775.38000;11694.93000;11713.89000;0
DJIA;60;20110317;210000;11715.70000;11764.48000;11699.66000;11751.96000;0
DJIA;60;20110317;220000;11751.80000;11800.54000;11737.54000;11772.54000;0
DJIA;60;20110317;230000;11772.92000;11774.59000;11772.84000;11774.59000;0
DJIA;60;20110318;160000;11777.23000;11927.09000;11777.23000;11904.19000;0
DJIA;60;20110318;170000;11904.23000;11909.60000;11870.67000;11904.53000;0
DJIA;60;20110318;180000;11904.38000;11924.74000;11856.51000;11886.33000;0
DJIA;60;20110318;190000;11885.42000;11900.94000;11876.61000;11876.61000;0
DJIA;60;20110318;200000;11876.76000;11895.68000;11873.35000;11874.60000;0
DJIA;60;20110318;210000;11874.68000;11877.48000;11830.97000;11841.68000;0
DJIA;60;20110318;220000;11838.50000;11861.85000;11827.22000;11859.28000;0
DJIA;60;20110318;230000;11859.35000;11860.64000;11856.02000;11858.52000;0
DJIA;60;20110321;160000;11863.06000;12062.11000;11862.91000;12056.17000;0
DJIA;60;20110321;170000;12056.62000;12078.30000;12043.11000;12050.07000;0
DJIA;60;20110321;180000;12051.13000;12069.18000;12036.87000;12043.87000;0
DJIA;60;20110321;190000;12043.94000;12056.62000;12038.68000;12042.77000;0
DJIA;60;20110321;200000;12042.69000;12048.10000;12027.18000;12047.73000;0
DJIA;60;20110321;210000;12048.10000;12050.75000;12028.43000;12028.43000;0
DJIA;60;20110321;220000;12028.28000;12038.91000;12008.18000;12034.48000;0
DJIA;60;20110321;230000;12035.39000;12036.75000;12035.39000;12036.53000;0
DJIA;60;20110322;160000;12036.37000;12050.19000;12019.65000;12021.54000;0
DJIA;60;20110322;170000;12021.69000;12050.98000;12002.85000;12003.22000;0
DJIA;60;20110322;180000;12003.98000;12034.44000;12003.98000;12029.64000;0
DJIA;60;20110322;190000;12029.79000;12039.74000;12017.76000;12025.70000;0
DJIA;60;20110322;200000;12025.55000;12039.36000;12013.33000;12033.20000;0
DJIA;60;20110322;210000;12033.84000;12036.87000;12009.20000;12022.37000;0
DJIA;60;20110322;220000;12022.64000;12032.67000;12014.84000;12017.68000;0
DJIA;60;20110322;230000;12016.89000;12018.70000;12016.73000;12018.63000;0
DJIA;60;20110323;160000;12018.47000;12023.92000;11986.80000;12014.50000;0
DJIA;60;20110323;170000;12015.11000;12015.11000;11972.80000;11981.77000;0
DJIA;60;20110323;180000;11984.27000;12021.54000;11984.27000;12006.18000;0
DJIA;60;20110323;190000;12006.25000;12049.16000;12001.07000;12045.30000;0
DJIA;60;20110323;200000;12045.08000;12081.75000;12032.02000;12073.04000;0
DJIA;60;20110323;210000;12072.66000;12073.42000;12059.42000;12071.83000;0
DJIA;60;20110323;220000;12097.56000;12116.14000;12083.98000;12084.96000;0
DJIA;60;20110323;230000;12085.11000;12086.17000;12085.11000;12086.02000;0
DJIA;60;20110324;160000;12110.32000;12145.66000;12108.35000;12119.70000;0
DJIA;60;20110324;170000;12119.66000;12161.97000;12098.81000;12158.22000;0
DJIA;60;20110324;180000;12158.91000;12166.02000;12150.09000;12159.66000;0
DJIA;60;20110324;190000;12159.44000;12184.52000;12148.92000;12155.42000;0
DJIA;60;20110324;200000;12155.58000;12168.18000;12143.84000;12156.56000;0
DJIA;60;20110324;210000;12156.48000;12173.29000;12156.41000;12163.60000;0
DJIA;60;20110324;220000;12164.05000;12191.18000;12159.62000;12171.77000;0
DJIA;60;20110324;230000;12172.53000;12172.53000;12170.48000;12170.56000;0
DJIA;60;20110325;160000;12171.09000;12212.49000;12171.09000;12197.24000;0
DJIA;60;20110325;170000;12198.34000;12243.60000;12188.61000;12240.45000;0
DJIA;60;20110325;180000;12240.83000;12252.45000;12235.35000;12243.48000;0
DJIA;60;20110325;190000;12243.63000;12259.79000;12235.91000;12236.18000;0
DJIA;60;20110325;200000;12236.25000;12246.66000;12225.92000;12235.53000;0
DJIA;60;20110325;210000;12235.61000;12242.19000;12216.27000;12235.95000;0
DJIA;60;20110325;220000;12235.80000;12242.46000;12210.03000;12219.91000;0
DJIA;60;20110325;230000;12220.21000;12220.59000;12219.75000;12220.59000;0
DJIA;60;20110328;170000;12222.48000;12265.96000;12221.12000;12259.87000;0
DJIA;60;20110328;180000;12263.35000;12272.85000;12249.46000;12250.67000;0
DJIA;60;20110328;190000;12250.18000;12252.56000;12232.58000;12244.58000;0
DJIA;60;20110328;200000;12245.11000;12248.48000;12236.90000;12243.52000;0
DJIA;60;20110328;210000;12243.44000;12255.48000;12241.10000;12241.74000;0
DJIA;60;20110328;220000;12241.82000;12253.74000;12233.49000;12241.74000;0
DJIA;60;20110328;230000;12241.82000;12250.86000;12199.24000;12201.59000;0
DJIA;60;20110329;000000;12201.52000;12201.52000;12198.19000;12198.19000;0
DJIA;60;20110329;170000;12194.48000;12203.86000;12174.65000;12180.70000;0
DJIA;60;20110329;180000;12179.95000;12241.06000;12175.18000;12235.31000;0
DJIA;60;20110329;190000;12235.53000;12259.41000;12230.77000;12258.50000;0
DJIA;60;20110329;200000;12258.58000;12265.05000;12250.10000;12262.63000;0
DJIA;60;20110329;210000;12262.67000;12267.44000;12255.36000;12259.22000;0
DJIA;60;20110329;220000;12259.15000;12282.99000;12258.81000;12280.98000;0
DJIA;60;20110329;230000;12281.06000;12285.41000;12267.62000;12278.03000;0
DJIA;60;20110330;000000;12278.26000;12279.01000;12278.03000;12279.01000;0
DJIA;60;20110330;170000;12281.82000;12347.32000;12281.66000;12344.25000;0
DJIA;60;20110330;180000;12346.22000;12358.86000;12327.38000;12358.10000;0
DJIA;60;20110330;190000;12358.18000;12359.47000;12344.78000;12349.06000;0
DJIA;60;20110330;200000;12349.02000;12372.03000;12345.81000;12367.30000;0
DJIA;60;20110330;210000;12367.45000;12383.46000;12363.82000;12370.06000;0
DJIA;60;20110330;220000;12370.14000;12378.12000;12363.67000;12371.16000;0
DJIA;60;20110330;230000;12371.08000;12374.64000;12346.18000;12349.25000;0
DJIA;60;20110331;000000;12349.40000;12350.61000;12348.95000;12350.61000;0
DJIA;60;20110331;170000;12350.76000;12371.65000;12345.46000;12353.64000;0
DJIA;60;20110331;180000;12354.55000;12381.68000;12343.04000;12369.68000;0
DJIA;60;20110331;190000;12369.61000;12370.67000;12332.60000;12337.10000;0
DJIA;60;20110331;200000;12337.18000;12365.67000;12336.23000;12361.59000;0
DJIA;60;20110331;210000;12361.51000;12363.78000;12352.65000;12352.65000;0
DJIA;60;20110331;220000;12352.28000;12360.75000;12340.85000;12353.03000;0
DJIA;60;20110331;230000;12352.69000;12352.69000;12319.01000;12322.65000;0
DJIA;60;20110401;000000;12323.59000;12323.59000;12319.51000;12319.73000;0
DJIA;60;20110401;170000;12323.67000;12376.49000;12323.21000;12354.55000;0
DJIA;60;20110401;180000;12352.96000;12414.03000;12351.78000;12401.74000;0
DJIA;60;20110401;190000;12401.77000;12418.54000;12399.12000;12415.47000;0
DJIA;60;20110401;200000;12415.40000;12419.71000;12401.51000;12405.82000;0
DJIA;60;20110401;210000;12405.52000;12405.52000;12394.17000;12403.36000;0
DJIA;60;20110401;220000;12403.51000;12408.85000;12369.53000;12375.40000;0
DJIA;60;20110401;230000;12374.79000;12385.05000;12344.59000;12372.48000;0
DJIA;60;20110402;000000;12372.11000;12376.72000;12372.11000;12376.72000;0
DJIA;60;20110404;170000;12375.13000;12407.41000;12374.30000;12386.83000;0
DJIA;60;20110404;180000;12386.90000;12399.96000;12375.70000;12384.52000;0
DJIA;60;20110404;190000;12384.59000;12400.79000;12379.14000;12396.55000;0
DJIA;60;20110404;200000;12396.70000;12401.36000;12385.35000;12389.06000;0
DJIA;60;20110404;210000;12389.02000;12398.97000;12371.01000;12377.71000;0
DJIA;60;20110404;220000;12377.63000;12390.42000;12369.15000;12387.09000;0
DJIA;60;20110404;230000;12387.39000;12402.68000;12376.84000;12398.67000;0
DJIA;60;20110405;000000;12398.97000;12400.11000;12398.97000;12400.03000;0
DJIA;60;20110405;170000;12402.00000;12403.59000;12362.87000;12367.79000;0
DJIA;60;20110405;180000;12367.56000;12423.95000;12354.62000;12403.14000;0
DJIA;60;20110405;190000;12403.02000;12430.76000;12399.92000;12427.73000;0
DJIA;60;20110405;200000;12427.58000;12434.51000;12416.76000;12427.05000;0
DJIA;60;20110405;210000;12426.98000;12438.14000;12424.63000;12430.23000;0
DJIA;60;20110405;220000;12430.15000;12434.58000;12406.54000;12416.64000;0
DJIA;60;20110405;230000;12416.72000;12418.27000;12381.45000;12393.22000;0
DJIA;60;20110406;000000;12393.75000;12393.90000;12393.15000;12393.90000;0
DJIA;60;20110406;170000;12386.66000;12445.10000;12386.66000;12429.13000;0
DJIA;60;20110406;180000;12428.91000;12450.93000;12416.30000;12442.53000;0
DJIA;60;20110406;190000;12442.60000;12443.70000;12401.47000;12401.70000;0
DJIA;60;20110406;200000;12400.26000;12420.05000;12396.55000;12415.21000;0
DJIA;60;20110406;210000;12415.13000;12428.72000;12412.07000;12422.06000;0
DJIA;60;20110406;220000;12421.45000;12429.70000;12411.61000;12425.08000;0
DJIA;60;20110406;230000;12425.23000;12439.01000;12423.49000;12427.66000;0
DJIA;60;20110407;000000;12428.04000;12428.41000;12426.75000;12426.75000;0
DJIA;60;20110407;170000;12426.45000;12438.37000;12406.16000;12436.55000;0
DJIA;60;20110407;180000;12436.17000;12440.56000;12331.01000;12385.20000;0
DJIA;60;20110407;190000;12385.12000;12397.08000;12328.36000;12386.41000;0
DJIA;60;20110407;200000;12386.11000;12409.83000;12377.48000;12402.68000;0
DJIA;60;20110407;210000;12402.61000;12402.61000;12355.00000;12364.08000;0
DJIA;60;20110407;220000;12364.16000;12390.08000;12357.57000;12389.13000;0
DJIA;60;20110407;230000;12389.06000;12407.60000;12378.01000;12406.47000;0
DJIA;60;20110408;000000;12406.39000;12409.49000;12406.31000;12409.49000;0
DJIA;60;20110408;170000;12410.33000;12450.36000;12409.42000;12419.71000;0
DJIA;60;20110408;180000;12419.86000;12424.74000;12388.49000;12388.49000;0
DJIA;60;20110408;190000;12388.57000;12409.64000;12381.57000;12398.56000;0
DJIA;60;20110408;200000;12398.29000;12405.90000;12382.97000;12387.58000;0
DJIA;60;20110408;210000;12388.04000;12393.90000;12383.61000;12391.37000;0
DJIA;60;20110408;220000;12391.52000;12394.51000;12320.72000;12327.19000;0
DJIA;60;20110408;230000;12327.34000;12388.98000;12321.93000;12377.48000;0
DJIA;60;20110409;000000;12377.63000;12380.05000;12377.63000;12380.05000;0
DJIA;60;20110411;170000;12382.17000;12437.34000;12381.79000;12427.85000;0
DJIA;60;20110411;180000;12428.68000;12435.68000;12410.82000;12429.02000;0
DJIA;60;20110411;190000;12428.87000;12444.00000;12418.01000;12418.01000;0
DJIA;60;20110411;200000;12418.16000;12423.04000;12382.51000;12384.90000;0
DJIA;60;20110411;210000;12382.10000;12396.17000;12377.02000;12395.60000;0
DJIA;60;20110411;220000;12395.53000;12407.15000;12374.75000;12378.46000;0
DJIA;60;20110411;230000;12378.61000;12385.05000;12352.88000;12381.11000;0
DJIA;60;20110412;000000;12380.66000;12382.02000;12380.66000;12381.11000;0
DJIA;60;20110412;170000;12378.77000;12378.77000;12280.76000;12287.76000;0
DJIA;60;20110412;180000;12288.06000;12290.90000;12233.00000;12234.89000;0
DJIA;60;20110412;190000;12234.74000;12262.59000;12233.98000;12257.37000;0
DJIA;60;20110412;200000;12257.45000;12267.81000;12245.75000;12261.04000;0
DJIA;60;20110412;210000;12260.96000;12281.82000;12249.35000;12275.34000;0
DJIA;60;20110412;220000;12273.83000;12294.91000;12269.71000;12274.93000;0
DJIA;60;20110412;230000;12275.00000;12277.96000;12245.30000;12264.33000;0
DJIA;60;20110413;000000;12264.03000;12264.79000;12263.35000;12263.58000;0
DJIA;60;20110413;170000;12279.62000;12335.10000;12277.35000;12300.36000;0
DJIA;60;20110413;180000;12300.43000;12314.74000;12280.19000;12311.86000;0
DJIA;60;20110413;190000;12312.01000;12312.01000;12251.43000;12251.43000;0
DJIA;60;20110413;200000;12251.20000;12271.71000;12224.45000;12243.18000;0
DJIA;60;20110413;210000;12243.22000;12263.20000;12235.95000;12241.82000;0
DJIA;60;20110413;220000;12241.85000;12281.51000;12234.48000;12274.17000;0
DJIA;60;20110413;230000;12274.55000;12292.41000;12263.99000;12270.39000;0
DJIA;60;20110414;000000;12270.01000;12270.99000;12269.86000;12270.99000;0
DJIA;60;20110414;170000;12243.97000;12245.18000;12163.86000;12193.30000;0
DJIA;60;20110414;180000;12193.23000;12243.07000;12190.50000;12229.37000;0
DJIA;60;20110414;190000;12229.52000;12240.08000;12209.69000;12233.45000;0
DJIA;60;20110414;200000;12233.30000;12272.85000;12230.88000;12268.91000;0
DJIA;60;20110414;210000;12268.87000;12274.02000;12242.88000;12243.14000;0
DJIA;60;20110414;220000;12243.44000;12272.05000;12243.44000;12267.47000;0
DJIA;60;20110414;230000;12267.78000;12305.58000;12265.16000;12289.61000;0
DJIA;60;20110415;000000;12289.23000;12289.38000;12284.99000;12285.15000;0
DJIA;60;20110415;170000;12286.66000;12319.20000;12272.58000;12302.70000;0
DJIA;60;20110415;180000;12302.86000;12333.24000;12292.18000;12318.33000;0
DJIA;60;20110415;190000;12318.56000;12334.45000;12304.18000;12328.89000;0
DJIA;60;20110415;200000;12328.97000;12367.03000;12328.51000;12364.61000;0
DJIA;60;20110415;210000;12364.73000;12369.27000;12346.56000;12351.63000;0
DJIA;60;20110415;220000;12352.16000;12365.67000;12350.80000;12357.42000;0
DJIA;60;20110415;230000;12357.27000;12358.63000;12331.84000;12342.97000;0
DJIA;60;20110416;000000;12343.12000;12343.80000;12341.76000;12341.83000;0
DJIA;60;20110418;170000;12339.79000;12339.79000;12127.57000;12131.66000;0
DJIA;60;20110418;180000;12131.89000;12155.05000;12099.27000;12113.04000;0
DJIA;60;20110418;190000;12112.70000;12145.43000;12093.89000;12138.89000;0
DJIA;60;20110418;200000;12138.96000;12145.40000;12122.35000;12127.16000;0
DJIA;60;20110418;210000;12127.31000;12161.10000;12115.84000;12160.42000;0
DJIA;60;20110418;220000;12159.36000;12198.87000;12150.20000;12189.07000;0
DJIA;60;20110418;230000;12189.14000;12214.84000;12173.25000;12201.06000;0
DJIA;60;20110419;000000;12200.34000;12201.59000;12200.34000;12201.59000;0
DJIA;60;20110419;170000;12201.59000;12249.42000;12200.30000;12233.98000;0
DJIA;60;20110419;180000;12233.68000;12249.35000;12213.81000;12218.39000;0
DJIA;60;20110419;190000;12218.24000;12220.74000;12201.40000;12220.13000;0
DJIA;60;20110419;200000;12219.98000;12231.79000;12216.24000;12223.99000;0
DJIA;60;20110419;210000;12224.07000;12260.85000;12223.99000;12253.70000;0
DJIA;60;20110419;220000;12253.62000;12264.90000;12248.55000;12252.94000;0
DJIA;60;20110419;230000;12253.02000;12275.34000;12249.38000;12267.06000;0
DJIA;60;20110420;000000;12266.15000;12267.06000;12265.47000;12266.75000;0
DJIA;60;20110420;170000;12279.54000;12439.01000;12263.58000;12426.14000;0
DJIA;60;20110420;180000;12425.99000;12475.53000;12421.15000;12461.53000;0
DJIA;60;20110420;190000;12462.32000;12471.36000;12438.48000;12463.76000;0
DJIA;60;20110420;200000;12463.38000;12463.91000;12433.94000;12435.07000;0
DJIA;60;20110420;210000;12435.34000;12449.79000;12428.11000;12448.20000;0
DJIA;60;20110420;220000;12447.90000;12451.80000;12436.51000;12447.26000;0
DJIA;60;20110420;230000;12447.18000;12466.75000;12439.09000;12453.31000;0
DJIA;60;20110421;000000;12454.22000;12454.60000;12453.46000;12453.54000;0
DJIA;60;20110421;170000;12454.37000;12485.33000;12451.27000;12464.36000;0
DJIA;60;20110421;180000;12464.21000;12481.35000;12450.63000;12469.09000;0
DJIA;60;20110421;190000;12469.02000;12491.19000;12462.74000;12487.83000;0
DJIA;60;20110421;200000;12487.94000;12496.83000;12482.45000;12491.80000;0
DJIA;60;20110421;210000;12491.87000;12494.22000;12474.88000;12479.84000;0
DJIA;60;20110421;220000;12479.69000;12487.18000;12472.73000;12478.93000;0
DJIA;60;20110421;230000;12479.01000;12504.36000;12477.04000;12503.42000;0
DJIA;60;20110422;000000;12503.26000;12506.06000;12503.26000;12505.99000;0
DJIA;60;20110425;170000;12494.64000;12497.74000;12473.41000;12487.07000;0
DJIA;60;20110425;180000;12487.14000;12493.58000;12449.49000;12457.32000;0
DJIA;60;20110425;190000;12457.40000;12466.71000;12446.05000;12464.97000;0
DJIA;60;20110425;200000;12465.12000;12477.80000;12464.17000;12473.60000;0
DJIA;60;20110425;210000;12473.90000;12480.60000;12469.74000;12480.60000;0
DJIA;60;20110425;220000;12480.67000;12488.96000;12478.52000;12483.93000;0
DJIA;60;20110425;230000;12483.85000;12486.61000;12470.15000;12480.33000;0
DJIA;60;20110426;000000;12480.14000;12480.48000;12479.80000;12479.88000;0
DJIA;60;20110426;170000;12479.88000;12529.41000;12478.14000;12520.75000;0
DJIA;60;20110426;180000;12520.97000;12566.95000;12504.02000;12566.88000;0
DJIA;60;20110426;190000;12566.69000;12596.05000;12565.78000;12595.60000;0
DJIA;60;20110426;200000;12595.45000;12605.36000;12592.38000;12596.73000;0
DJIA;60;20110426;210000;12596.81000;12597.04000;12575.69000;12588.56000;0
DJIA;60;20110426;220000;12588.41000;12601.24000;12581.07000;12599.08000;0
DJIA;60;20110426;230000;12598.93000;12613.16000;12587.80000;12594.84000;0
DJIA;60;20110427;000000;12595.14000;12595.90000;12595.14000;12595.37000;0
DJIA;60;20110427;170000;12593.52000;12625.49000;12592.15000;12612.21000;0
DJIA;60;20110427;180000;12611.53000;12614.82000;12588.67000;12589.58000;0
DJIA;60;20110427;190000;12589.73000;12619.25000;12588.33000;12613.54000;0
DJIA;60;20110427;200000;12613.46000;12643.17000;12610.05000;12638.78000;0
DJIA;60;20110427;210000;12638.62000;12653.46000;12631.89000;12651.04000;0
DJIA;60;20110427;220000;12650.73000;12663.49000;12628.41000;12662.43000;0
DJIA;60;20110427;230000;12662.35000;12708.37000;12658.11000;12691.64000;0
DJIA;60;20110428;000000;12693.08000;12693.08000;12690.58000;12690.96000;0
DJIA;60;20110428;170000;12689.60000;12712.19000;12674.54000;12708.82000;0
DJIA;60;20110428;180000;12708.90000;12716.39000;12695.95000;12710.49000;0
DJIA;60;20110428;190000;12710.64000;12733.95000;12699.25000;12707.69000;0
DJIA;60;20110428;200000;12707.31000;12742.92000;12700.50000;12737.24000;0
DJIA;60;20110428;210000;12736.94000;12739.32000;12706.93000;12728.50000;0
DJIA;60;20110428;220000;12728.12000;12741.86000;12721.69000;12739.74000;0
DJIA;60;20110428;230000;12739.66000;12776.14000;12732.02000;12762.71000;0
DJIA;60;20110429;000000;12760.36000;12763.54000;12760.36000;12763.31000;0
DJIA;60;20110429;170000;12761.80000;12805.54000;12751.13000;12780.61000;0
DJIA;60;20110429;180000;12780.83000;12808.31000;12776.86000;12806.75000;0
DJIA;60;20110429;190000;12806.98000;12832.26000;12804.94000;12823.86000;0
DJIA;60;20110429;200000;12823.82000;12832.83000;12818.26000;12825.07000;0
DJIA;60;20110429;210000;12825.22000;12829.42000;12813.72000;12813.91000;0
DJIA;60;20110429;220000;12813.76000;12826.32000;12809.33000;12813.98000;0
DJIA;60;20110429;230000;12814.06000;12814.32000;12797.18000;12807.59000;0
DJIA;60;20110430;000000;12809.71000;12810.54000;12809.71000;12810.54000;0
